pid,Member_Name,,Image,Father_Name,Mother_Name,Date_of_Birth,Marital_Status,Spouse_Name,Children,Educational_Qualification,Profession,Positions_Held,State,Nominated,Party,Term_From,Start_Year_Appointment,Term_To,End_Year_Appointment,Term_Number,Reason_and_Date_of_Vacation,Type
RS1053001662,Shri Parimal Nathwani,,http://164.100.47.5/newmembers/photos/P2081.jpg,Shri Dhirajlal Nathwani,Shrimati Pushpa Nathwani,01-Feb-56,Married on 25 May 1984,Shrimati Varsha Nathwani,One son,"Professional doctorate in management Educated at National Institute of Management, Ahmedabad",Trader and Industrialist,"April 2008Elected to Rajya SabhaMay 2008 - May 2009Member, Committee on CommerceMay 2008 - May 2009 andOct. 2019 onwardsMember, Consultative Committee for the Ministry of Home AffairsAug. 2009 - April 2014 and Sept. 2014 - Aug. 2016Member, Committee on Personnel, Public Grievances, Law and JusticeAug. 2009 - April 2014Permanent Special Invitee, Consultative Committee for the Ministry of External AffairsAug. 2009 - Aug. 2012Member, Consultative Committee for the Ministry of Commerce and IndustryApril 2014Re-elected to Rajya Sabha (second term)Dec. 2014 - Feb. 2015Member, Select Committee of Rajya Sabha on the Payment and Settlement Systems (Amendment) Bill, 2014Dec. 2014 - Aug. 2015Member, Committee on RailwaysMarch 2015 Member, Select Committee of Rajya Sabha on the Mines and Minerals (Development and Regulation) Amendment Bill, 2015Sept. 2015 - May 2019 Member, Committee on Science and Technology, Environment and ForestsMarch 2016 - May 2016Member, Select Committee of Rajya Sabha on the Enemy Property (Amendment and Validation) Bill, 2016July 2018 - Feb. 2019Member, Select Committee on the Ancient Monuments and Archaeological Sites and Remains (Amendment) Bill, 2018Sept. 2019 - April 2020 and Sept. 2020 onwardsMember, Committee on Science and Technology, Environment and ForestsNov. 2019 - Feb. 2020Member, Select Committee of Rajya Sabha on the Surrogacy (Regulation) Bill, 2019June 2020Re-elected to Rajya SabhaJuly - Sept. 2020Member, Committee on Information Technology",Andhra Pradesh,FALSE,Yuvajana Sramika Rythu Congress Party,22-06-2020,2020,21-06-2026,2026,3,,current
RS1053001662,Shri Parimal Nathwani,,http://164.100.47.5/newmembers/photos/P0.jpg,Shri Dhirajlal Nathwani,Shrimati Pushpa Nathwani,01-Feb-56,Married on 25 May 1984,Shrimati Varsha Nathwani,One son,"Professional doctorate in management Educated at National Institute of Management, Ahmedabad",Trader and Industrialist,"April 2008Elected to Rajya SabhaMay 2008 - May 2009Member, Committee on CommerceMay 2008 - May 2009 andOct. 2019 onwardsMember, Consultative Committee for the Ministry of Home AffairsAug. 2009 - April 2014 and Sept. 2014 - Aug. 2016Member, Committee on Personnel, Public Grievances, Law and JusticeAug. 2009 - April 2014Permanent Special Invitee, Consultative Committee for the Ministry of External AffairsAug. 2009 - Aug. 2012Member, Consultative Committee for the Ministry of Commerce and IndustryApril 2014Re-elected to Rajya Sabha (second term)Dec. 2014 - Feb. 2015Member, Select Committee of Rajya Sabha on the Payment and Settlement Systems (Amendment) Bill, 2014Dec. 2014 - Aug. 2015Member, Committee on RailwaysMarch 2015 Member, Select Committee of Rajya Sabha on the Mines and Minerals (Development and Regulation) Amendment Bill, 2015Sept. 2015 - May 2019 Member, Committee on Science and Technology, Environment and ForestsMarch 2016 - May 2016Member, Select Committee of Rajya Sabha on the Enemy Property (Amendment and Validation) Bill, 2016July 2018 - Feb. 2019Member, Select Committee on the Ancient Monuments and Archaeological Sites and Remains (Amendment) Bill, 2018Sept. 2019 - April 2020 and Sept. 2020 onwardsMember, Committee on Science and Technology, Environment and ForestsNov. 2019 - Feb. 2020Member, Select Committee of Rajya Sabha on the Surrogacy (Regulation) Bill, 2019June 2020Re-elected to Rajya SabhaJuly - Sept. 2020Member, Committee on Information Technology",Jharkhand,FALSE,Independent & Others,04-10-2014,2014,04-09-2020,2020,2,Retirement,current
RS1053001662,Shri Parimal Nathwani,,http://164.100.47.5/newmembers/photos/P0.jpg,Shri Dhirajlal Nathwani,Shrimati Pushpa Nathwani,01-Feb-56,Married on 25 May 1984,Shrimati Varsha Nathwani,One son,"Professional doctorate in management Educated at National Institute of Management, Ahmedabad",Trader and Industrialist,"April 2008Elected to Rajya SabhaMay 2008 - May 2009Member, Committee on CommerceMay 2008 - May 2009 andOct. 2019 onwardsMember, Consultative Committee for the Ministry of Home AffairsAug. 2009 - April 2014 and Sept. 2014 - Aug. 2016Member, Committee on Personnel, Public Grievances, Law and JusticeAug. 2009 - April 2014Permanent Special Invitee, Consultative Committee for the Ministry of External AffairsAug. 2009 - Aug. 2012Member, Consultative Committee for the Ministry of Commerce and IndustryApril 2014Re-elected to Rajya Sabha (second term)Dec. 2014 - Feb. 2015Member, Select Committee of Rajya Sabha on the Payment and Settlement Systems (Amendment) Bill, 2014Dec. 2014 - Aug. 2015Member, Committee on RailwaysMarch 2015 Member, Select Committee of Rajya Sabha on the Mines and Minerals (Development and Regulation) Amendment Bill, 2015Sept. 2015 - May 2019 Member, Committee on Science and Technology, Environment and ForestsMarch 2016 - May 2016Member, Select Committee of Rajya Sabha on the Enemy Property (Amendment and Validation) Bill, 2016July 2018 - Feb. 2019Member, Select Committee on the Ancient Monuments and Archaeological Sites and Remains (Amendment) Bill, 2018Sept. 2019 - April 2020 and Sept. 2020 onwardsMember, Committee on Science and Technology, Environment and ForestsNov. 2019 - Feb. 2020Member, Select Committee of Rajya Sabha on the Surrogacy (Regulation) Bill, 2019June 2020Re-elected to Rajya SabhaJuly - Sept. 2020Member, Committee on Information Technology",Jharkhand,FALSE,Independent & Others,04-10-2008,2008,04-09-2014,2014,1,Retirement,current
RS4168609666,Dr. C.M. Ramesh,,http://164.100.47.5/newmembers/photos/P2202.jpg,Shri Muniswamy Naidu,Shrimati Rathnamma,12-Jun-65,Married,Shrimati C.R. Sridevi,Two sons,-,Business,"1989 - 91Member, Ninth Lok Sabha1990 - 91Member, Rules Committee Member, Committee on the Welfare of Scheduled Castes and Scheduled Tribes Member, Consultative Committee for the Ministry of Textiles1991 - 96Member, Tenth Lok Sabha (second term)1991 - 94Member, Committee on Papers Laid on the Table Member, Committee, on Food, Civil Supplies and Public Distribution1991 - 96Member, Consultative Committee of the Ministry of Petroleum and Natural Gas1996 - 97Member, Eleventh Lok Sabha (third term) Member, Committee on Labour and Welfare Member, Consultative Committee of the Ministry of Telecom and Broadcasting1998 - 99Member, Twelfth Lok Sabha (fourth term) Member, Committee on Railways Member, Committee on the Welfare of Scheduled Castes and Scheduled Tribes Member, Consultative Committee of the Ministry of Food and Consumer Affairs2004 - 2009Member, Fourteenth Lok Sabha (fifth term)May 2004 - May 2009Minister of State for RailwaysApril 2018Elected to Rajya SabhaJune - Aug. 2018 andSept. 2019 onwardsMember, Committee on Rural DevelopmentOct. 2019 onwardsMember, Consultative Committee for the Ministry of Education, Women, Children, Youth and SportsMay 2021 onwardsMember, Committee on the Welfare of Scheduled Castes and Scheduled Tribes",Andhra Pradesh,FALSE,Bharatiya Janata Party,04-03-2018,2018,04-02-2024,2024,3,,current
RS4168609666,Dr. C.M. Ramesh,,http://164.100.47.5/newmembers/photos/P0.jpg,Shri Muniswamy Naidu,Shrimati Rathnamma,12-Jun-65,Married,Shrimati C.R. Sridevi,Two sons,-,Business,"1989 - 91Member, Ninth Lok Sabha1990 - 91Member, Rules Committee Member, Committee on the Welfare of Scheduled Castes and Scheduled Tribes Member, Consultative Committee for the Ministry of Textiles1991 - 96Member, Tenth Lok Sabha (second term)1991 - 94Member, Committee on Papers Laid on the Table Member, Committee, on Food, Civil Supplies and Public Distribution1991 - 96Member, Consultative Committee of the Ministry of Petroleum and Natural Gas1996 - 97Member, Eleventh Lok Sabha (third term) Member, Committee on Labour and Welfare Member, Consultative Committee of the Ministry of Telecom and Broadcasting1998 - 99Member, Twelfth Lok Sabha (fourth term) Member, Committee on Railways Member, Committee on the Welfare of Scheduled Castes and Scheduled Tribes Member, Consultative Committee of the Ministry of Food and Consumer Affairs2004 - 2009Member, Fourteenth Lok Sabha (fifth term)May 2004 - May 2009Minister of State for RailwaysApril 2018Elected to Rajya SabhaJune - Aug. 2018 andSept. 2019 onwardsMember, Committee on Rural DevelopmentOct. 2019 onwardsMember, Consultative Committee for the Ministry of Education, Women, Children, Youth and SportsMay 2021 onwardsMember, Committee on the Welfare of Scheduled Castes and Scheduled Tribes",Telangana,FALSE,Telugu Desam Party,06-02-2014,2014,04-02-2018,2018,2,Resignation: 27 Mar 2018,current
RS4168609666,Dr. C.M. Ramesh,,http://164.100.47.5/newmembers/photos/P0.jpg,Shri Muniswamy Naidu,Shrimati Rathnamma,12-Jun-65,Married,Shrimati C.R. Sridevi,Two sons,-,Business,"1989 - 91Member, Ninth Lok Sabha1990 - 91Member, Rules Committee Member, Committee on the Welfare of Scheduled Castes and Scheduled Tribes Member, Consultative Committee for the Ministry of Textiles1991 - 96Member, Tenth Lok Sabha (second term)1991 - 94Member, Committee on Papers Laid on the Table Member, Committee, on Food, Civil Supplies and Public Distribution1991 - 96Member, Consultative Committee of the Ministry of Petroleum and Natural Gas1996 - 97Member, Eleventh Lok Sabha (third term) Member, Committee on Labour and Welfare Member, Consultative Committee of the Ministry of Telecom and Broadcasting1998 - 99Member, Twelfth Lok Sabha (fourth term) Member, Committee on Railways Member, Committee on the Welfare of Scheduled Castes and Scheduled Tribes Member, Consultative Committee of the Ministry of Food and Consumer Affairs2004 - 2009Member, Fourteenth Lok Sabha (fifth term)May 2004 - May 2009Minister of State for RailwaysApril 2018Elected to Rajya SabhaJune - Aug. 2018 andSept. 2019 onwardsMember, Committee on Rural DevelopmentOct. 2019 onwardsMember, Consultative Committee for the Ministry of Education, Women, Children, Youth and SportsMay 2021 onwardsMember, Committee on the Welfare of Scheduled Castes and Scheduled Tribes",Andhra Pradesh,FALSE,Telugu Desam Party,04-03-2012,2012,06-01-2014,2014,1,01.06.2014,current
RS7374237281,Shri Jairam Ramesh,,http://164.100.47.5/newmembers/photos/P1935.jpg,Late Shri C.K. Ramesh,Shrimati Sridevi Ramesh,09-Apr-54,Married on 26 January 1981,Shrimati K.R. Jayashree,Two sons,"B.Tech., M.S. and Graduate Study Educated at I.I.T., Bombay, Carnegie Mellon University, U.S.A. and M.I.T., U.S.A.",Economist,"2000-2002                      Deputy Chairman, State Planning Board, Government of Karnataka      June 2004Elected to Rajya Sabha   Aug. 2004 - Jan. 2006Member, Committee on Finance Member, Committee on Government Assurances  Member, Committee on Public Accounts Member, Court of the Jawaharlal Nehru UniversityOct. 2004 - Jan. 2006Member, Consultative Committee for the Ministry of Finance31 Jan. 2006 - 25 Feb. 2009Minister of State in the Department of Commerce, Ministry of Commerce and Industry6 April 2008 - 25 Feb. 2009        Minister of State in the Ministry of Power28 May 2009 - 12 July 2011Minister of State (Independent Charge) of the Ministry of Environment and ForestsJune 2010Re-elected to Rajya Sabha (resigned w.e.f. 20 June 2016) (second term)Jan. 2010 - April 2014Member, Parliamentary Forum on Global Warming and Climate Change12 July 2011- 26 May 2014Minister of Rural Development13 July 2011 - 28 Oct. 2012Minister of Drinking Water and Sanitation (Additional Charge)April 2013 - May 2014Vice-President, Parliamentary Forum on Artisans and CraftspeopleDec. 2013 - April 2014Member, Parliamentary Forum on Millennium Development GoalsSept. - Nov. 2014Member, Committee on Rural DevelopmentNov. 2014-Sept 2019Member, Committee on Health and Family WelfareNov. 2014 - May 2019 andOct. 2019 onwardsMember, Consultative Committee for the Ministry of Environment, Forest and Climate ChangeMay 2015 - June 2016 andAug. 2016 - May 2019Member, Joint Committee on the Right to Fair Compensation and Transparency in Land Acquisition, Rehabilitation and Resettlement (second Amendment), Bill, 2015July 2016Elected to Rajya Sabha (third term)July 2017 - Sept. 2018Member, Court of the Jawaharlal Nehru UniversityJune 2018 - Oct. 2019Member, Committee on RulesJuly 2018 - Feb. 2019Member, Select Committee of Rajya Sabha on the Ancient Monuments and Archaeological Sites and Remains (Amendment) Bill, 2018Sept. 2019 onwardsChairman, Committee on Science and Technology, Environment, Forests and Climate Change Nov. 2019 - Feb. 2020Member, Select Committee of Rajya Sabha on the Surrogacy (Regulation) Bill, 2019Nov. 2019 onwardsMember, General Purposes CommitteeDec. 2019 - Feb. 2020Chairman, ad-hoc Committee in the Rajya Sabha to study the alarming issue of pornography on social media and its effect on children and society as a wholeDec. 2019 onwardsMember, Joint Committee on the Personal Data Protection Bill, 2019Sept. 2020 onwardsMember, Business Advisory Committee",Karnataka,FALSE,Indian National Congress,07-01-2016,2016,30-06-2022,2022,3,,current
RS7374237281,Shri Jairam Ramesh,,http://164.100.47.5/newmembers/photos/P0.jpg,Late Shri C.K. Ramesh,Shrimati Sridevi Ramesh,09-Apr-54,Married on 26 January 1981,Shrimati K.R. Jayashree,Two sons,"B.Tech., M.S. and Graduate Study Educated at I.I.T., Bombay, Carnegie Mellon University, U.S.A. and M.I.T., U.S.A.",Economist,"2000-2002                      Deputy Chairman, State Planning Board, Government of Karnataka      June 2004Elected to Rajya Sabha   Aug. 2004 - Jan. 2006Member, Committee on Finance Member, Committee on Government Assurances  Member, Committee on Public Accounts Member, Court of the Jawaharlal Nehru UniversityOct. 2004 - Jan. 2006Member, Consultative Committee for the Ministry of Finance31 Jan. 2006 - 25 Feb. 2009Minister of State in the Department of Commerce, Ministry of Commerce and Industry6 April 2008 - 25 Feb. 2009        Minister of State in the Ministry of Power28 May 2009 - 12 July 2011Minister of State (Independent Charge) of the Ministry of Environment and ForestsJune 2010Re-elected to Rajya Sabha (resigned w.e.f. 20 June 2016) (second term)Jan. 2010 - April 2014Member, Parliamentary Forum on Global Warming and Climate Change12 July 2011- 26 May 2014Minister of Rural Development13 July 2011 - 28 Oct. 2012Minister of Drinking Water and Sanitation (Additional Charge)April 2013 - May 2014Vice-President, Parliamentary Forum on Artisans and CraftspeopleDec. 2013 - April 2014Member, Parliamentary Forum on Millennium Development GoalsSept. - Nov. 2014Member, Committee on Rural DevelopmentNov. 2014-Sept 2019Member, Committee on Health and Family WelfareNov. 2014 - May 2019 andOct. 2019 onwardsMember, Consultative Committee for the Ministry of Environment, Forest and Climate ChangeMay 2015 - June 2016 andAug. 2016 - May 2019Member, Joint Committee on the Right to Fair Compensation and Transparency in Land Acquisition, Rehabilitation and Resettlement (second Amendment), Bill, 2015July 2016Elected to Rajya Sabha (third term)July 2017 - Sept. 2018Member, Court of the Jawaharlal Nehru UniversityJune 2018 - Oct. 2019Member, Committee on RulesJuly 2018 - Feb. 2019Member, Select Committee of Rajya Sabha on the Ancient Monuments and Archaeological Sites and Remains (Amendment) Bill, 2018Sept. 2019 onwardsChairman, Committee on Science and Technology, Environment, Forests and Climate Change Nov. 2019 - Feb. 2020Member, Select Committee of Rajya Sabha on the Surrogacy (Regulation) Bill, 2019Nov. 2019 onwardsMember, General Purposes CommitteeDec. 2019 - Feb. 2020Chairman, ad-hoc Committee in the Rajya Sabha to study the alarming issue of pornography on social media and its effect on children and society as a wholeDec. 2019 onwardsMember, Joint Committee on the Personal Data Protection Bill, 2019Sept. 2020 onwardsMember, Business Advisory Committee",Andhra Pradesh,FALSE,Indian National Congress,22-06-2010,2010,21-06-2016,2016,2,Resignation: 20 Jun 2016,current
RS7374237281,Shri Jairam Ramesh,,http://164.100.47.5/newmembers/photos/P0.jpg,Late Shri C.K. Ramesh,Shrimati Sridevi Ramesh,09-Apr-54,Married on 26 January 1981,Shrimati K.R. Jayashree,Two sons,"B.Tech., M.S. and Graduate Study Educated at I.I.T., Bombay, Carnegie Mellon University, U.S.A. and M.I.T., U.S.A.",Economist,"2000-2002                      Deputy Chairman, State Planning Board, Government of Karnataka      June 2004Elected to Rajya Sabha   Aug. 2004 - Jan. 2006Member, Committee on Finance Member, Committee on Government Assurances  Member, Committee on Public Accounts Member, Court of the Jawaharlal Nehru UniversityOct. 2004 - Jan. 2006Member, Consultative Committee for the Ministry of Finance31 Jan. 2006 - 25 Feb. 2009Minister of State in the Department of Commerce, Ministry of Commerce and Industry6 April 2008 - 25 Feb. 2009        Minister of State in the Ministry of Power28 May 2009 - 12 July 2011Minister of State (Independent Charge) of the Ministry of Environment and ForestsJune 2010Re-elected to Rajya Sabha (resigned w.e.f. 20 June 2016) (second term)Jan. 2010 - April 2014Member, Parliamentary Forum on Global Warming and Climate Change12 July 2011- 26 May 2014Minister of Rural Development13 July 2011 - 28 Oct. 2012Minister of Drinking Water and Sanitation (Additional Charge)April 2013 - May 2014Vice-President, Parliamentary Forum on Artisans and CraftspeopleDec. 2013 - April 2014Member, Parliamentary Forum on Millennium Development GoalsSept. - Nov. 2014Member, Committee on Rural DevelopmentNov. 2014-Sept 2019Member, Committee on Health and Family WelfareNov. 2014 - May 2019 andOct. 2019 onwardsMember, Consultative Committee for the Ministry of Environment, Forest and Climate ChangeMay 2015 - June 2016 andAug. 2016 - May 2019Member, Joint Committee on the Right to Fair Compensation and Transparency in Land Acquisition, Rehabilitation and Resettlement (second Amendment), Bill, 2015July 2016Elected to Rajya Sabha (third term)July 2017 - Sept. 2018Member, Court of the Jawaharlal Nehru UniversityJune 2018 - Oct. 2019Member, Committee on RulesJuly 2018 - Feb. 2019Member, Select Committee of Rajya Sabha on the Ancient Monuments and Archaeological Sites and Remains (Amendment) Bill, 2018Sept. 2019 onwardsChairman, Committee on Science and Technology, Environment, Forests and Climate Change Nov. 2019 - Feb. 2020Member, Select Committee of Rajya Sabha on the Surrogacy (Regulation) Bill, 2019Nov. 2019 onwardsMember, General Purposes CommitteeDec. 2019 - Feb. 2020Chairman, ad-hoc Committee in the Rajya Sabha to study the alarming issue of pornography on social media and its effect on children and society as a wholeDec. 2019 onwardsMember, Joint Committee on the Personal Data Protection Bill, 2019Sept. 2020 onwardsMember, Business Advisory Committee",Andhra Pradesh,FALSE,Indian National Congress,22-06-2004,2004,21-06-2010,2010,1,Retirement,current
RS8651512981,Dr. K. Keshava Rao,,http://164.100.47.5/newmembers/photos/P1998.jpg,Late Shri K. Niranjan Rao,Late Shrimati K. Govindamma,04-Jun-39,Married on 24 June 1964,Shrimati K. Vasanta Kumari,Two sons and two daughters,"M.A., Ph.D. Educated at Badruka College, Hyderabad Arts College and Osmania University, Hyderabad","Political and Social Worker, Journalist and Educationist","1972 - 79Chairman, Minimum Wages Board, Government of Andhra Pradesh1979 - 80       Deputy Chairman, Andhra Pradesh Legislative Council1979 - 85Member, Andhra Pradesh Legislative Council (two terms)1980 - 83Cabinet Minister in three consecutive Governments of Andhra Pradesh holding important portfolios like Industries, Education Women Welfare and Labour, respectively1992 - 94Chairman, Rajiv Gandhi Technology Mission (Cabinet Rank), Government of Andhra PradeshApril 2006Elected to Rajya SabhaMay 2006-July 2009Member, Marine Products Export Development Authority (MPEDA)June 2006-May 2009 andAug. 2009-2010 Member, Committee on Commerce June 2006-May 2009Member, Consultative Committee for the Ministry of External AffairsJune 2006-April 2012Member, Board of Governors, Kendriya Vidyalaya SangathanJuly 2006-Jan. 2011Member, Press Council of IndiaMay 2008-Sept. 2010Member, Committee on RulesMay 2008-May 2009 andAug. 2010-April 2012Member, Committee on Human Resource DevelopmentJuly 2008-July 2011Member, Court of the University of HyderabadAug. 2009-April 2012 Member, Consultative Committee for the Ministry of Home AffairsApril 2014Elected to Rajya Sabha (second term) (resigned w.e.f. 25 March, 2020)2014-2015Member, Consultative Committee for the Ministry of Information and BroadcastingSept. 2014-April 2020Member, Committee on Subordinate LegislationOct. 2014-Aug.2017Member, Committee on Food, Consumer Affairs and Public DistributionFeb. 2016-May 2019Member, Consultative Committee for the Ministry of Home AffairsSept. 2017- May 2019Member, Committee on Personnel, Public Grievances, Law and JusticeApril 2018-March 2020 andJuly 2020 onwardsMember, Committee on EthicsApril 2018 - April 2021Member, Court of University of HyderabadOct. 2018-March 2020 andAug. 2020 onwardsMember, General Purposes CommitteeAug. 2019-March 2020Member, Joint Committee on Offices of ProfitSept. 2019-March 2020 and May 2020 onwardsChairman, Committee on IndustryOct. 2019-Dec. 2019Member, Business Advisory CommitteeApril 2020Elected to Rajya Sabha ( third term)Aug. 2020 onwardsMember, Consultative Committee for the Ministry of EducationApril 2021 onwardsMember, Press Council of India",Telangana,FALSE,Telangana Rashtra Samithi,04-10-2020,2020,04-09-2026,2026,3,,current
RS8651512981,Dr. K. Keshava Rao,,http://164.100.47.5/newmembers/photos/P0.jpg,Late Shri K. Niranjan Rao,Late Shrimati K. Govindamma,04-Jun-39,Married on 24 June 1964,Shrimati K. Vasanta Kumari,Two sons and two daughters,"M.A., Ph.D. Educated at Badruka College, Hyderabad Arts College and Osmania University, Hyderabad","Political and Social Worker, Journalist and Educationist","1972 - 79Chairman, Minimum Wages Board, Government of Andhra Pradesh1979 - 80       Deputy Chairman, Andhra Pradesh Legislative Council1979 - 85Member, Andhra Pradesh Legislative Council (two terms)1980 - 83Cabinet Minister in three consecutive Governments of Andhra Pradesh holding important portfolios like Industries, Education Women Welfare and Labour, respectively1992 - 94Chairman, Rajiv Gandhi Technology Mission (Cabinet Rank), Government of Andhra PradeshApril 2006Elected to Rajya SabhaMay 2006-July 2009Member, Marine Products Export Development Authority (MPEDA)June 2006-May 2009 andAug. 2009-2010 Member, Committee on Commerce June 2006-May 2009Member, Consultative Committee for the Ministry of External AffairsJune 2006-April 2012Member, Board of Governors, Kendriya Vidyalaya SangathanJuly 2006-Jan. 2011Member, Press Council of IndiaMay 2008-Sept. 2010Member, Committee on RulesMay 2008-May 2009 andAug. 2010-April 2012Member, Committee on Human Resource DevelopmentJuly 2008-July 2011Member, Court of the University of HyderabadAug. 2009-April 2012 Member, Consultative Committee for the Ministry of Home AffairsApril 2014Elected to Rajya Sabha (second term) (resigned w.e.f. 25 March, 2020)2014-2015Member, Consultative Committee for the Ministry of Information and BroadcastingSept. 2014-April 2020Member, Committee on Subordinate LegislationOct. 2014-Aug.2017Member, Committee on Food, Consumer Affairs and Public DistributionFeb. 2016-May 2019Member, Consultative Committee for the Ministry of Home AffairsSept. 2017- May 2019Member, Committee on Personnel, Public Grievances, Law and JusticeApril 2018-March 2020 andJuly 2020 onwardsMember, Committee on EthicsApril 2018 - April 2021Member, Court of University of HyderabadOct. 2018-March 2020 andAug. 2020 onwardsMember, General Purposes CommitteeAug. 2019-March 2020Member, Joint Committee on Offices of ProfitSept. 2019-March 2020 and May 2020 onwardsChairman, Committee on IndustryOct. 2019-Dec. 2019Member, Business Advisory CommitteeApril 2020Elected to Rajya Sabha ( third term)Aug. 2020 onwardsMember, Consultative Committee for the Ministry of EducationApril 2021 onwardsMember, Press Council of India",Andhra Pradesh,FALSE,Telangana Rashtra Samithi,04-10-2014,2014,04-09-2020,2020,2,Resignation: 25 Mar 2020,current
RS8651512981,Dr. K. Keshava Rao,,http://164.100.47.5/newmembers/photos/P0.jpg,Late Shri K. Niranjan Rao,Late Shrimati K. Govindamma,04-Jun-39,Married on 24 June 1964,Shrimati K. Vasanta Kumari,Two sons and two daughters,"M.A., Ph.D. Educated at Badruka College, Hyderabad Arts College and Osmania University, Hyderabad","Political and Social Worker, Journalist and Educationist","1972 - 79Chairman, Minimum Wages Board, Government of Andhra Pradesh1979 - 80       Deputy Chairman, Andhra Pradesh Legislative Council1979 - 85Member, Andhra Pradesh Legislative Council (two terms)1980 - 83Cabinet Minister in three consecutive Governments of Andhra Pradesh holding important portfolios like Industries, Education Women Welfare and Labour, respectively1992 - 94Chairman, Rajiv Gandhi Technology Mission (Cabinet Rank), Government of Andhra PradeshApril 2006Elected to Rajya SabhaMay 2006-July 2009Member, Marine Products Export Development Authority (MPEDA)June 2006-May 2009 andAug. 2009-2010 Member, Committee on Commerce June 2006-May 2009Member, Consultative Committee for the Ministry of External AffairsJune 2006-April 2012Member, Board of Governors, Kendriya Vidyalaya SangathanJuly 2006-Jan. 2011Member, Press Council of IndiaMay 2008-Sept. 2010Member, Committee on RulesMay 2008-May 2009 andAug. 2010-April 2012Member, Committee on Human Resource DevelopmentJuly 2008-July 2011Member, Court of the University of HyderabadAug. 2009-April 2012 Member, Consultative Committee for the Ministry of Home AffairsApril 2014Elected to Rajya Sabha (second term) (resigned w.e.f. 25 March, 2020)2014-2015Member, Consultative Committee for the Ministry of Information and BroadcastingSept. 2014-April 2020Member, Committee on Subordinate LegislationOct. 2014-Aug.2017Member, Committee on Food, Consumer Affairs and Public DistributionFeb. 2016-May 2019Member, Consultative Committee for the Ministry of Home AffairsSept. 2017- May 2019Member, Committee on Personnel, Public Grievances, Law and JusticeApril 2018-March 2020 andJuly 2020 onwardsMember, Committee on EthicsApril 2018 - April 2021Member, Court of University of HyderabadOct. 2018-March 2020 andAug. 2020 onwardsMember, General Purposes CommitteeAug. 2019-March 2020Member, Joint Committee on Offices of ProfitSept. 2019-March 2020 and May 2020 onwardsChairman, Committee on IndustryOct. 2019-Dec. 2019Member, Business Advisory CommitteeApril 2020Elected to Rajya Sabha ( third term)Aug. 2020 onwardsMember, Consultative Committee for the Ministry of EducationApril 2021 onwardsMember, Press Council of India",Andhra Pradesh,FALSE,Indian National Congress,04-03-2006,2006,04-02-2012,2012,1,Retirement,current
RS9184326481,Shri Sanjay Raut,,http://164.100.47.5/newmembers/photos/P1945.jpg,Shri Rajaram Raut,Shrimati Savita Rajaram Raut,15-Nov-61,Married on 16 Febraury 1993,Shrimati Varsha Raut,Two daughters,"B. Com. Educated at Mumbai University, Mumbai","Journalist/Writer, Film Producer, Executive Editor of Daily 'Saamana'","July 2004Elected to Rajya SabhaAug. 2004 - Sept. 2010Member, House CommitteeAug. 2004 - March 2005Member, Committee on Chemicals and FertilizersOct. 2004 - 2005Member, Consultative Committee for the Ministry   of Information and Broadcasting and Ministry of CultureMarch 2005 - Oct. 2005Member, Committee on CommerceOct. 2005 - May 2009Member, Committee on Home AffairsMember, Consultative Committee for the Ministry of  Civil AviationJune 2006 - May 2009Member, Parliamentary Forum on YouthAug. 2007 - May 2009Member, Sub-Committee on Modernisation of Prison Administration of the Committee on Home AffairsFeb. 2008 - May 2009Member, Sub-Committee of the House CommitteeAug. 2009 - Sept. 2009Member, Committee on CommerceSept. 2009 - July 2010Member, Committee on DefenceJuly 2010Re-elected to Rajya Sabha (second term)Aug. 2010 - Aug. 2011Member, Committee on Food, Consumer Affairs and Public DistributionAug. 2010 - May 2014Member, Consultative Committee for the Ministry of PowerAug. 2012 - May 2014 andSept. 2014 - Aug. 2015Member, Committee on Coal and SteelMember, Committee on Papers Laid on the TableDec. 2015Member, Select Committee of Rajya Sabha on the Prevention of Corruption (Amendment) Bill, 2013July 2016Re-elected to Rajya Sabha (third term)July 2016-May 2019Member, Consultative Committee for the Ministry of External AffairsSept. 2016 - May 2019 andSept. 2019 onwardsMember, Committee on DefenceOct. 2016 onwardsMember, Committee on Papers Laid on the TableJuly 2018 - Feb. 2019Member, Select Committee of Rajya Sabha on the Ancient Monuments and Archaeological Sites and Remains (Amendment) Bill, 2018Feb. 2019 onwardsMember, Marine Product Export Development AuthorityOct. 2019 onwards Member, Consultative Committee for the Ministry of Agriculture and Farmers Welfare",Maharashtra,FALSE,Shiv Sena,07-05-2016,2016,07-04-2022,2022,3,,current
